"Student_ID","First_Name","Last_Name","Email","Gender","Age","Department","Attendance","Midterm_Score","Final_Score","Assignments_Avg","Quizzes_Avg","Participation_Score","Projects_Score","Total_Score","Grade","Study_Hours_per_Week","Extracurricular_Activities","Internet_Access_at_Home","Parent_Education_Level","Family_Income_Level","Stress_Level","Sleep_Hours_per_Night","Pass_Fail"
"S5199","Omar","Smith","student4199@university.com","Male",19,"Business",77.4,40.2,76.92,74.89,70.15,1.79,94.08,84.09,"F",28.3,"No","Yes","None","Medium",1,5.4,"Fail"
"S5200","Liam","Smith","student4200@university.com","Male",19,"Mathematics",96.33,96.04,89.34,95.48,55.55,6.78,88.46,83.4,"B",17.5,"Yes","Yes","None","Medium",5,7.8,"Pass"
"S5202","Liam","Williams","student4202@university.com","Female",18,"Engineering",75.75,42.4,97.78,69.09,55.95,1.07,78.17,86.85,"D",9.3,"No","Yes","PhD","Medium",3,4.8,"Fail"
"S5204","Sara","Jones","student4204@university.com","Female",22,"Business",53.47,60.93,82.05,53.55,76.65,0.62,68.05,99.82,"D",12.1,"No","No","None","Medium",10,8.5,"Fail"
"S5206","Maria","Smith","student4206@university.com","Female",24,"Engineering",95.66,64.14,46.46,99.63,56.34,2.71,72.84,72.16,"A",6.5,"No","Yes","PhD","Low",3,8.5,"Pass"
"S5207","Emma","Williams","student4207@university.com","Female",21,"Mathematics",70.42,41.53,87.09,70.34,80.59,4.99,85.97,69.85,"F",18.8,"Yes","Yes","Master's","High",5,8.6,"Fail"
"S5208","Maria","Smith","student4208@university.com","Male",20,"Engineering",73.43,68.59,51.89,94.93,79.89,4.39,98.35,88.52,"C",28.7,"No","Yes","Bachelor's","Low",7,4.9,"Pass"
"S5210","Omar","Davis","student4210@university.com","Male",23,"Engineering",80.46,85.41,94.65,71.27,70.2,6.16,52.73,71.7,"A",8,"No","Yes","High School","Medium",5,7.2,"Pass"
"S5211","Liam","Jones","student4211@university.com","Female",24,"CS",80.48,56.78,93.45,98.03,87.76,2.31,65.68,84.9,"C",11.8,"Yes","Yes","PhD","Medium",3,4.2,"Pass"
"S5212","John","Brown","student4212@university.com","Female",24,"Business",64.83,53.05,53.11,54.56,50.84,1.35,52.22,80.16,"B",21.6,"No","Yes","High School","Low",9,7.9,"Pass"
"S5214","John","Brown","student4214@university.com","Male",21,"Business",58.29,58.22,42.88,95.96,99.79,6.34,99.59,71.75,"F",7.4,"No","Yes","Master's","Low",9,8.6,"Fail"
"S5216","Sara","Johnson","student4216@university.com","Male",21,"Business",59.58,68.29,77.42,92.3,73.21,9.61,84.56,82.32,"C",6.7,"Yes","Yes","High School","Low",4,7.8,"Pass"
"S5218","Liam","Davis","student4218@university.com","Female",23,"Engineering",64.12,62.46,40.62,82.61,92.31,1.52,57.02,86.65,"C",7.7,"Yes","Yes","Master's","Low",4,6.4,"Pass"
"S5219","Emma","Williams","student4219@university.com","Female",24,"Engineering",83.53,62.26,59.57,61.02,92.12,9.69,79.76,57.02,"C",16.8,"No","No","PhD","High",4,8,"Pass"
"S5221","Maria","Jones","student4221@university.com","Female",22,"CS",83.83,53.98,99.93,98.92,74.56,9.85,68.92,52.23,"F",18.3,"No","Yes","None","Low",1,4.5,"Fail"
"S5222","Ali","Smith","student4222@university.com","Male",20,"Engineering",54.56,89.08,80.26,76.3,81.9,1.03,67.27,69.37,"F",20.2,"No","Yes","Master's","Medium",10,5.7,"Fail"
"S5224","Liam","Smith","student4224@university.com","Female",20,"Engineering",75.44,40.33,44.54,78.67,97.29,6.57,53.98,92.74,"A",5.1,"Yes","Yes","High School","Low",6,4.6,"Pass"
"S5228","Maria","Williams","student4228@university.com","Female",19,"Mathematics",82.52,64.32,57.31,79.37,55.91,1.68,66.99,97.43,"F",25.8,"Yes","Yes","High School","Low",3,5.9,"Fail"
"S5229","Liam","Davis","student4229@university.com","Male",19,"Engineering",83.79,73.31,98.89,80.62,51.96,9.19,57.34,76.47,"C",20.7,"No","Yes","Master's","Medium",3,7.8,"Pass"
"S5232","Maria","Williams","student4232@university.com","Male",21,"Business",57.36,90.16,60.91,81.17,88.22,4.18,85.87,65.18,"D",7.3,"No","No","Bachelor's","Low",3,8.4,"Fail"
"S5235","Emma","Smith","student4235@university.com","Female",19,"Engineering",72.13,87.22,84.11,64.79,61.77,6.58,83.18,75.52,"A",23.5,"No","Yes","High School","Medium",1,7.9,"Pass"
"S5236","Emma","Williams","student4236@university.com","Female",23,"CS",76.18,84.47,74.63,67.36,86.98,3.18,90.21,76.42,"C",8.2,"Yes","Yes","None","Medium",6,6.5,"Pass"
"S5237","John","Johnson","student4237@university.com","Male",22,"Business",56.42,50.7,49.77,74.49,61.36,2.23,69.75,94.53,"D",21.6,"Yes","Yes","None","Medium",5,8.1,"Fail"
"S5238","Liam","Davis","student4238@university.com","Female",24,"CS",67.97,65.31,48.96,98.74,72.9,0.81,51.09,52.96,"D",18.9,"No","Yes","Master's","Low",7,4.5,"Fail"
"S5239","Ali","Brown","student4239@university.com","Female",18,"CS",53.17,65.37,70.13,88.18,90.94,0.58,90.55,69.45,"D",20.8,"No","Yes","High School","High",8,5.2,"Fail"
"S5241","John","Smith","student4241@university.com","Female",22,"Engineering",55.93,90.26,85.06,75.28,86.13,7.36,92.35,51.88,"D",5.3,"Yes","Yes","Master's","Low",4,4.9,"Fail"
"S5242","Emma","Jones","student4242@university.com","Male",20,"Business",62.93,45.69,53.55,76.31,71.46,2.06,88.8,81.96,"A",11.3,"Yes","Yes","PhD","High",5,6.3,"Pass"
"S5243","Omar","Johnson","student4243@university.com","Male",18,"Engineering",94.56,73.78,46.01,60.22,78.6,2.99,74.92,70.16,"A",27.1,"No","Yes","Master's","High",8,6.4,"Pass"
"S5245","Ali","Davis","student4245@university.com","Female",19,"Business",56.78,87.17,95.09,71.08,93.75,6.39,73.1,80.57,"C",7.4,"No","No","Bachelor's","Medium",7,8.3,"Pass"
"S5246","Omar","Williams","student4246@university.com","Female",18,"CS",69.21,48.88,72.72,87.12,94.43,9.2,84.83,91.55,"D",28.8,"No","Yes","Bachelor's","Low",7,7.7,"Fail"
"S5248","Omar","Brown","student4248@university.com","Female",23,"Engineering",60.01,91.45,59.42,55.43,90.54,0.63,75.9,57.34,"F",28.1,"No","Yes","Bachelor's","Medium",4,9,"Fail"
"S5252","Ahmed","Smith","student4252@university.com","Male",23,"Business",79.3,45.36,98.11,63.22,93.89,5.47,72.51,58.04,"C",22.2,"No","Yes","High School","Medium",2,5.5,"Pass"
"S5253","Sara","Jones","student4253@university.com","Female",22,"Engineering",80.32,91.57,70.1,96.47,96.24,5.33,83.1,99.51,"F",24.9,"No","Yes","High School","Low",1,7.6,"Fail"
"S5254","Maria","Davis","student4254@university.com","Male",18,"Mathematics",60.03,58.67,50.03,82.88,75.46,7.13,51.78,94.11,"D",6.3,"Yes","No","None","High",10,8.7,"Fail"
"S5255","Maria","Brown","student4255@university.com","Male",23,"CS",67.19,40.09,80.98,55.72,82.75,8.79,55.46,85.36,"B",17.2,"No","Yes","High School","Low",5,9,"Pass"
"S5256","Emma","Brown","student4256@university.com","Female",19,"Engineering",92.26,54.05,85.41,57.18,50.48,6.17,56.27,57.55,"A",6.6,"No","Yes","PhD","High",4,7.1,"Pass"
"S5260","Omar","Williams","student4260@university.com","Male",19,"Business",91.86,52.84,68.35,63.72,95.09,1.28,98.63,69.94,"B",7,"No","Yes","Master's","Medium",1,7.2,"Pass"
"S5261","Liam","Davis","student4261@university.com","Male",24,"Business",65.9,96.08,73.63,93.53,89.88,7.26,52,52.39,"D",13.3,"No","Yes","Master's","Low",8,5.1,"Fail"
"S5262","John","Jones","student4262@university.com","Male",24,"Business",66.94,70.99,82.8,55.46,52.85,5.28,86.1,64.56,"F",21.9,"Yes","Yes","Master's","Medium",1,6,"Fail"
"S5263","Ahmed","Johnson","student4263@university.com","Male",24,"CS",87.58,67.61,80.6,60.38,70.1,3.86,65.71,93.03,"A",12.3,"No","Yes","Bachelor's","Low",5,6.5,"Pass"
"S5264","Ali","Johnson","student4264@university.com","Male",19,"CS",89.25,66.06,40.99,98.52,84.8,6.13,51.16,89.8,"A",26,"No","Yes","None","Low",10,8.7,"Pass"
"S5265","John","Smith","student4265@university.com","Male",24,"Engineering",61.48,81.56,47.35,56.74,51.48,7.72,91.3,82.15,"C",29.7,"Yes","Yes","High School","Low",6,8.9,"Pass"
"S5266","Ali","Williams","student4266@university.com","Male",21,"Engineering",98.64,67.14,49.76,94.41,61.79,9.41,58.13,54.28,"A",12,"No","Yes","High School","Medium",7,5.2,"Pass"
"S5267","Maria","Brown","student4267@university.com","Male",20,"CS",54.22,47.72,85.34,85.2,94.38,2.65,60.7,94.14,"C",14,"No","Yes","Bachelor's","Medium",5,4.7,"Pass"
"S5268","Ali","Johnson","student4268@university.com","Female",21,"Engineering",53.43,92.81,66.41,53.65,56.49,9.47,67.02,76.73,"D",29.2,"No","Yes","PhD","Low",9,5.1,"Fail"
"S5271","Sara","Williams","student4271@university.com","Female",19,"Business",98.04,71.76,60.46,96.61,97.32,8.81,63.24,50.44,"A",24.2,"No","Yes","High School","Low",6,6.6,"Pass"
"S5273","Emma","Smith","student4273@university.com","Male",22,"CS",51.26,56.53,66.54,72.34,98.74,0.39,55.48,89.56,"C",14.3,"No","Yes","PhD","Low",6,7.2,"Pass"
"S5276","Ahmed","Smith","student4276@university.com","Male",18,"Mathematics",71.65,79.02,97.9,60.54,97.33,9.42,96.13,98.87,"B",12.8,"Yes","Yes","Master's","Low",4,8.8,"Pass"
"S5279","Ali","Jones","student4279@university.com","Female",23,"Mathematics",74.3,56.45,97.44,63.48,72.41,7.05,94.37,87.3,"C",22.5,"No","Yes","None","Medium",3,5.1,"Pass"
"S5283","Emma","Williams","student4283@university.com","Male",20,"CS",59.26,42.87,58.49,53.2,73.11,2.34,73.1,59.5,"C",14.5,"Yes","Yes","Master's","Medium",4,7.6,"Pass"
"S5288","John","Jones","student4288@university.com","Female",21,"Business",99.72,76.45,52.71,79.42,68.83,8.85,85.34,72.02,"A",19.3,"No","No","None","Medium",3,4.7,"Pass"
"S5289","Sara","Smith","student4289@university.com","Female",19,"Business",82.61,82.11,43.03,83.14,72.35,2.11,84.95,67.3,"A",18.6,"No","Yes","None","Low",8,5.5,"Pass"
"S5290","Omar","Jones","student4290@university.com","Male",19,"Engineering",80.33,52.07,71.02,75.28,70.93,2.52,54.36,82.7,"A",12.9,"No","Yes","High School","Medium",5,6.6,"Pass"
"S5292","Maria","Johnson","student4292@university.com","Male",19,"CS",65.63,97.49,72.57,77.33,96.4,8.29,94.49,94.01,"D",6.4,"No","Yes","Bachelor's","Medium",10,6,"Fail"
"S5294","Ahmed","Williams","student4294@university.com","Female",21,"Engineering",98.45,63.41,48.6,74.28,91.64,0.1,66.43,93.62,"A",20.1,"Yes","Yes","PhD","Low",9,6.3,"Pass"
"S5295","Liam","Davis","student4295@university.com","Male",21,"Engineering",74.84,88.09,40.12,89.53,86.6,6.77,92.52,72.72,"B",29.4,"Yes","Yes","None","Medium",5,4.1,"Pass"
"S5296","Sara","Brown","student4296@university.com","Female",19,"CS",64.51,71.51,44.61,70.37,66.53,8.14,62.45,88.82,"B",13.8,"Yes","Yes","PhD","High",3,5.6,"Pass"
"S5297","Emma","Davis","student4297@university.com","Male",18,"Mathematics",88.51,54.5,67.76,71.76,79.37,2.77,70.46,91.29,"A",21.7,"No","No","High School","Low",2,7.8,"Pass"
"S5300","Maria","Williams","student4300@university.com","Male",18,"Engineering",90.95,91.59,69.69,78.25,69.8,0.42,86.41,80.37,"A",6,"No","Yes","None","High",6,7,"Pass"
"S5301","Emma","Brown","student4301@university.com","Female",21,"CS",56.25,43.69,61.24,86.32,99.63,4.16,73.01,73.8,"D",20.8,"Yes","Yes","Bachelor's","Low",7,7.8,"Fail"
"S5302","Sara","Johnson","student4302@university.com","Female",18,"Business",98.84,53.11,58.6,87.52,81.86,0.18,96.62,73.48,"A",18.6,"No","Yes","Master's","Low",10,6.1,"Pass"
"S5304","Ahmed","Smith","student4304@university.com","Female",22,"Engineering",96.84,47.3,76.7,72.4,62.5,3.89,85.58,65.51,"A",18.8,"No","No","PhD","Low",2,5.7,"Pass"
"S5306","Liam","Johnson","student4306@university.com","Female",23,"CS",62.3,52.81,86.28,95.47,70.08,1.14,85.97,51.61,"A",22.3,"No","Yes","None","Low",4,6.2,"Pass"
"S5307","Sara","Brown","student4307@university.com","Male",22,"Engineering",79.1,76.35,74.52,68.49,59.66,8.27,81.41,96.68,"D",5.4,"No","Yes","PhD","Medium",10,8.1,"Fail"
"S5308","Emma","Davis","student4308@university.com","Male",20,"Mathematics",71,62.99,56.15,89.95,56.76,0.41,71.04,82.5,"D",9.7,"No","Yes","Master's","High",7,4.1,"Fail"
"S5313","Sara","Brown","student4313@university.com","Female",20,"Engineering",66.67,78.22,66.9,65.97,51.73,6.41,70.52,83.99,"A",28.2,"No","Yes","Bachelor's","High",7,4.8,"Pass"
"S5314","Ali","Davis","student4314@university.com","Female",22,"Engineering",50.89,70.01,78.31,52.07,63.37,3.16,61.73,53.63,"D",23.8,"Yes","Yes","Bachelor's","Low",8,4.2,"Fail"
"S5315","John","Williams","student4315@university.com","Male",22,"Engineering",87.47,71.17,52.73,58.69,59.51,4.76,72.73,82.81,"B",28.2,"No","Yes","High School","Low",7,6.2,"Pass"
"S5319","John","Davis","student4319@university.com","Female",18,"Business",51.13,75.22,59.76,88.45,91.68,9.42,97.08,55.87,"F",9.2,"No","Yes","Master's","Low",6,8.7,"Fail"
"S5320","Ali","Williams","student4320@university.com","Male",24,"Business",79.5,49.35,89.74,70.6,75.25,0.57,81.12,62.37,"A",7.2,"No","Yes","Bachelor's","Medium",1,8.3,"Pass"
"S5323","Liam","Jones","student4323@university.com","Female",23,"CS",51.71,95.18,94.7,72.34,98.67,9.6,76.12,54.1,"F",8.4,"No","Yes","Bachelor's","Medium",9,8,"Fail"
"S5324","Emma","Davis","student4324@university.com","Female",22,"CS",95.32,85.56,45.53,96.38,98.85,2.2,62.84,66.25,"A",28.8,"No","Yes","None","Low",1,6.8,"Pass"
"S5327","Maria","Brown","student4327@university.com","Female",19,"CS",74.1,46.65,99.56,69.81,74.78,3.62,80.52,98.17,"B",25.5,"No","Yes","High School","High",4,7.6,"Pass"
"S5328","John","Brown","student4328@university.com","Female",18,"CS",52.24,93.93,72.38,77.3,74.07,0.44,89.97,71.8,"C",8.5,"No","Yes","None","High",6,8.1,"Pass"
"S5330","Omar","Brown","student4330@university.com","Male",18,"CS",70.47,46.64,40.42,62.41,76.47,5.55,53.94,84.68,"A",25.6,"Yes","Yes","None","Low",7,7.7,"Pass"
"S5331","John","Brown","student4331@university.com","Female",20,"Business",88.64,87.83,69.8,89.68,61.61,9.75,80.57,70.6,"A",27.1,"No","No","Master's","High",2,4.9,"Pass"
"S5334","Maria","Davis","student4334@university.com","Female",23,"Mathematics",55.07,84.35,49.48,79.57,96.63,2.28,86.85,74.96,"D",12.8,"No","Yes","None","Medium",1,7.3,"Fail"
"S5335","Ahmed","Davis","student4335@university.com","Male",21,"Mathematics",56.65,76.86,65.14,89.9,56.89,0.87,93.93,74.91,"D",11.7,"No","Yes","High School","Medium",6,7.6,"Fail"
"S5336","Liam","Brown","student4336@university.com","Male",24,"Engineering",56.99,86.8,65.14,62.52,85.24,6.03,99.32,88.76,"D",14.9,"Yes","Yes","Master's","Low",4,8.8,"Fail"
"S5337","Sara","Jones","student4337@university.com","Female",24,"CS",52.28,44.46,46.22,51.89,71.89,5.21,70.5,87.8,"D",16.6,"No","Yes","Bachelor's","Medium",10,6.1,"Fail"
"S5339","John","Brown","student4339@university.com","Female",19,"CS",89.7,59.16,88.43,98.81,92.66,1.09,70.95,53.24,"A",7.2,"No","Yes","PhD","Low",9,5.7,"Pass"
"S5340","Liam","Smith","student4340@university.com","Female",19,"CS",80.52,59.79,58.01,53.83,72.82,4.94,83.01,99.04,"F",21.4,"Yes","Yes","None","Low",8,6.1,"Fail"
"S5341","Liam","Smith","student4341@university.com","Female",24,"CS",78.75,70.15,65.95,96.9,79.17,1.5,94.57,68.87,"F",9.4,"No","No","High School","Medium",3,7.8,"Fail"
"S5342","Maria","Smith","student4342@university.com","Male",23,"Engineering",84.03,56.98,97.66,67.96,72.15,4.22,96.91,65.84,"C",27.9,"No","Yes","PhD","High",3,4.9,"Pass"
"S5344","Omar","Johnson","student4344@university.com","Female",19,"CS",68.1,62.07,75.49,82.44,79.75,8.57,82.9,93.61,"D",9.9,"No","Yes","Master's","Medium",2,5.1,"Fail"
"S5345","Emma","Jones","student4345@university.com","Female",22,"Engineering",65.71,84.12,84.61,94.51,70.94,0.13,84.13,66.51,"D",9.9,"No","Yes","High School","Medium",10,5.2,"Fail"
"S5346","Ali","Brown","student4346@university.com","Male",18,"Business",85.61,76.21,85.65,89.29,54.34,9.39,50.12,65.42,"B",12.2,"No","Yes","Master's","High",5,8.6,"Pass"
"S5347","Maria","Johnson","student4347@university.com","Female",23,"Engineering",58.08,79.22,82.96,51.4,79.79,8.63,68.19,86.05,"D",20.3,"No","Yes","None","Low",6,4.8,"Fail"
"S5348","Maria","Johnson","student4348@university.com","Female",22,"Business",50.65,52.64,83.59,53.27,50.49,7.53,95.34,66.72,"F",29.5,"No","No","Bachelor's","High",5,6.1,"Fail"
"S5349","Ali","Davis","student4349@university.com","Female",20,"CS",79.81,59.53,43.54,76.29,60.43,9.83,84.48,62.57,"B",17.2,"No","Yes","PhD","Low",1,6,"Pass"
"S5350","Liam","Brown","student4350@university.com","Male",22,"CS",97.12,41.27,72.05,56.48,89.05,0.54,73.4,98.98,"B",20,"No","Yes","High School","Medium",5,4.6,"Pass"
"S5351","Omar","Brown","student4351@university.com","Female",22,"Engineering",80.47,46.5,86.98,73.05,51.9,6.42,55.21,78.29,"B",26.1,"Yes","Yes","None","High",9,4.5,"Pass"
"S5352","Omar","Johnson","student4352@university.com","Female",20,"Engineering",89.15,55.9,45.64,97.73,82.33,8.49,62.32,88.12,"A",13.4,"No","Yes","High School","Medium",10,8.5,"Pass"
"S5354","Omar","Johnson","student4354@university.com","Male",18,"Business",74.87,76.16,88.87,74.45,58.56,5.85,94.88,87.78,"B",15.8,"No","No","Bachelor's","High",3,8.7,"Pass"
"S5356","Maria","Brown","student4356@university.com","Female",21,"Mathematics",91.21,46.05,64.73,81.49,78.77,4.36,57.69,75.04,"A",26.7,"Yes","No","PhD","Low",3,6.6,"Pass"
"S5357","Sara","Johnson","student4357@university.com","Female",24,"CS",61.24,89.27,96.42,59.69,72.52,9.13,82.75,87.67,"B",29.4,"Yes","Yes","None","Low",6,5.3,"Pass"
"S5360","Emma","Davis","student4360@university.com","Female",19,"CS",72.61,78.59,95.76,90.57,57.43,9.37,58.92,85.65,"D",22.9,"Yes","Yes","PhD","Medium",4,6.4,"Fail"
"S5362","Omar","Williams","student4362@university.com","Female",21,"CS",67.26,46.84,85.28,88.55,87.22,8.93,79.19,54.75,"B",20.7,"Yes","Yes","Bachelor's","High",1,4,"Pass"
"S5365","Ali","Johnson","student4365@university.com","Female",19,"CS",75.77,64.44,87.26,69.36,87.15,6.77,84.56,57.24,"A",13.3,"Yes","Yes","PhD","Low",8,8,"Pass"
"S5369","Maria","Jones","student4369@university.com","Male",19,"Engineering",84.08,71.98,89.11,69.54,79.72,2.74,60.81,63.61,"A",19.8,"Yes","Yes","None","Medium",10,6.9,"Pass"
"S5371","Maria","Williams","student4371@university.com","Male",19,"CS",58.93,66.97,69.72,79.96,53.02,7.31,60.57,91.08,"C",11.9,"No","No","None","High",9,5.1,"Pass"
"S5372","Maria","Davis","student4372@university.com","Female",22,"CS",70.22,48.98,74.85,68.08,62.48,6.26,79.68,55.92,"B",18.5,"No","Yes","Master's","Low",2,7.2,"Pass"
"S5373","Ali","Johnson","student4373@university.com","Female",23,"Business",74.74,90.26,89.62,85.28,68.81,5.85,83.44,65.87,"B",14.5,"No","Yes","None","Low",6,5.9,"Pass"
"S5374","Omar","Brown","student4374@university.com","Female",19,"Business",98.29,56.78,58.76,75.61,59.17,6.53,84.67,57.96,"A",28,"No","Yes","PhD","Low",2,5.2,"Pass"
"S5375","Ali","Davis","student4375@university.com","Male",19,"CS",98.53,43.22,43.01,95.97,77.26,7.75,95.46,53.13,"A",14.4,"No","Yes","Master's","Low",5,8.7,"Pass"
"S5380","Sara","Williams","student4380@university.com","Male",21,"CS",69.65,83.63,43.89,68.58,67.16,5.38,68.13,57.73,"A",29.3,"Yes","Yes","None","Medium",4,4.4,"Pass"
"S5381","John","Williams","student4381@university.com","Male",19,"CS",85.08,86.42,78.22,65.27,63.27,0.61,51.99,89.25,"A",20.4,"No","Yes","Bachelor's","Low",6,6,"Pass"
"S5383","Emma","Davis","student4383@university.com","Male",22,"Engineering",57.31,75.1,79.9,63.26,72.21,1.07,69.09,96.27,"D",16.8,"Yes","Yes","Master's","High",4,8.1,"Fail"
"S5387","John","Jones","student4387@university.com","Female",22,"Business",75.03,58.61,56.56,57.89,52.14,6.6,68.14,62.9,"F",9.6,"No","Yes","High School","High",3,7.6,"Fail"
"S5388","John","Brown","student4388@university.com","Female",21,"CS",95.26,68.71,53.46,63.61,71.58,9.24,80.15,82.62,"B",27.5,"No","Yes","Bachelor's","Low",9,4.5,"Pass"
"S5389","Sara","Jones","student4389@university.com","Male",20,"CS",81.58,41.14,88.96,55.05,61.25,6.18,90.78,58.2,"B",21.7,"No","Yes","Master's","Medium",7,4.8,"Pass"
"S5390","Liam","Smith","student4390@university.com","Female",23,"Business",69.91,57.84,98.87,96.33,71.02,7.13,65.06,73.24,"C",28.7,"No","Yes","High School","Low",2,6.7,"Pass"
"S5391","Emma","Jones","student4391@university.com","Male",23,"CS",56.02,68.43,79.61,93.63,66.47,7.92,96.61,82.33,"D",13,"No","Yes","PhD","Low",5,6.7,"Fail"
"S5393","Emma","Brown","student4393@university.com","Male",22,"Business",98.92,47.58,59.17,62.35,86.19,5.81,95.97,62.85,"A",14.1,"Yes","Yes","PhD","Medium",1,7.7,"Pass"
"S5395","Ahmed","Smith","student4395@university.com","Female",19,"Engineering",73.59,83.86,51.51,50.09,53.1,2.49,77.14,89.77,"A",16.5,"No","Yes","PhD","Low",7,4.3,"Pass"
"S5397","Emma","Davis","student4397@university.com","Female",20,"Business",94.21,72.78,49.08,95.8,60.66,5.85,80.49,92.8,"A",11.1,"No","Yes","Master's","Low",8,7.1,"Pass"
"S5399","John","Jones","student4399@university.com","Male",23,"Business",84.68,63.06,51.29,50.15,52.25,8.76,84.12,50.3,"F",22,"No","Yes","Master's","Medium",3,6.1,"Fail"
"S5400","Emma","Johnson","student4400@university.com","Female",21,"Engineering",69.47,51.58,71.33,60.94,66.39,4.29,64.47,57.7,"B",12.3,"No","Yes","Bachelor's","Low",3,4,"Pass"
"S5401","Omar","Smith","student4401@university.com","Male",20,"CS",51.45,48.79,70.72,96.12,94.35,3.73,52.7,74.76,"D",8.2,"Yes","Yes","Bachelor's","Low",2,7.8,"Fail"
"S5402","Emma","Williams","student4402@university.com","Female",21,"Engineering",96.55,87.51,76.24,50.85,54.5,6.87,62.55,78.5,"A",14.4,"No","Yes","Master's","Medium",1,6.8,"Pass"
"S5404","Maria","Williams","student4404@university.com","Male",20,"Business",97.46,87.42,92.41,89.49,92.83,2.53,96.18,53.61,"A",15.3,"No","Yes","Bachelor's","Medium",6,6.9,"Pass"
"S5406","Ali","Davis","student4406@university.com","Male",18,"Engineering",90.76,51.63,82.01,73.88,93.18,5.33,65.89,73.22,"B",28.9,"Yes","Yes","High School","Medium",1,5,"Pass"
"S5407","Liam","Brown","student4407@university.com","Male",19,"Engineering",84.23,70.62,78.15,61.62,54,4.44,91.8,99.62,"B",25,"Yes","Yes","PhD","Low",5,5.4,"Pass"
"S5408","Liam","Williams","student4408@university.com","Female",22,"Mathematics",92.23,66.64,47.03,79.99,57.56,7.06,60.59,61.47,"A",26,"No","Yes","High School","Low",10,7.2,"Pass"
"S5409","Emma","Williams","student4409@university.com","Female",23,"Engineering",80.03,65.43,77.36,63.19,56.72,5.04,59.98,82.36,"F",12.4,"No","Yes","Bachelor's","Medium",8,8.1,"Fail"
"S5412","Omar","Smith","student4412@university.com","Male",22,"Engineering",98.56,88.77,92.85,57.71,91.51,9.02,53.24,65.32,"B",6.4,"Yes","Yes","None","High",6,5.6,"Pass"
"S5413","Emma","Jones","student4413@university.com","Male",23,"CS",67.56,94.22,49.06,50.28,62.6,2.27,86,59.66,"C",8.8,"Yes","Yes","High School","Low",2,4.1,"Pass"
"S5415","Ali","Williams","student4415@university.com","Male",23,"Business",54.66,48.42,57.68,74.55,83.79,7.31,78.3,83.34,"C",14.8,"No","Yes","None","Low",2,9,"Pass"
"S5416","John","Brown","student4416@university.com","Female",20,"Engineering",66.71,45.09,99.2,85.25,54.85,6.84,63.18,76.12,"F",24.9,"No","Yes","Master's","Medium",8,8.3,"Fail"
"S5417","Emma","Smith","student4417@university.com","Male",23,"Engineering",67.55,55.79,41.29,89.06,68.01,6,68.65,79.95,"C",26.8,"No","Yes","Bachelor's","Medium",8,6,"Pass"
"S5418","John","Jones","student4418@university.com","Female",21,"Business",52.58,66.51,80.37,83.18,64.77,5.02,82.43,51.03,"F",26.6,"Yes","Yes","None","Medium",8,5.8,"Fail"
"S5419","John","Brown","student4419@university.com","Male",18,"CS",55.95,78.52,76.51,81.33,92.37,9.7,85.07,69.55,"D",14.4,"Yes","No","Master's","Low",1,8.8,"Fail"
"S5423","Maria","Williams","student4423@university.com","Male",19,"Business",64.94,49.81,65.84,80.82,96.45,0.22,82.42,71.48,"A",27.2,"No","Yes","High School","Medium",9,6.6,"Pass"
"S5424","Maria","Davis","student4424@university.com","Female",20,"CS",50.51,91.17,45.75,53.28,66.12,4.12,72.49,81.53,"F",6.3,"Yes","Yes","Bachelor's","High",7,5,"Fail"
"S5426","Omar","Brown","student4426@university.com","Female",18,"CS",81.02,67.2,45.3,70.32,97.73,4.71,83.33,81.86,"F",17.6,"No","Yes","PhD","Medium",10,4.9,"Fail"
"S5427","Emma","Smith","student4427@university.com","Male",20,"CS",82.25,87.1,74.38,76.67,75.43,8.75,60.9,54.86,"F",24.3,"No","Yes","Bachelor's","Low",10,5,"Fail"
"S5428","Omar","Williams","student4428@university.com","Male",24,"Business",68.72,45.59,63.86,74.32,75.38,6.45,75.38,85.7,"F",9.9,"No","Yes","None","Medium",3,7.4,"Fail"
"S5429","Ali","Smith","student4429@university.com","Female",18,"CS",60.41,92.95,57.62,85.91,55.86,7.66,60.41,78.69,"A",22.4,"Yes","Yes","Master's","Medium",2,8.3,"Pass"
"S5430","John","Smith","student4430@university.com","Female",19,"Business",86.02,80.25,58.95,73.67,69.51,8.04,94.96,65.02,"A",23.5,"Yes","Yes","Master's","Medium",7,7.3,"Pass"
"S5432","Omar","Smith","student4432@university.com","Male",21,"CS",56.93,99.67,64.69,69.02,56.76,7.49,90.27,54.5,"F",15.8,"Yes","Yes","PhD","Low",1,7.5,"Fail"
"S5433","Ali","Jones","student4433@university.com","Female",21,"Mathematics",74.34,71.08,52.18,76.27,95.88,6.95,68.86,66.14,"C",29.5,"Yes","Yes","None","Low",7,6.3,"Pass"
"S5437","Maria","Brown","student4437@university.com","Male",22,"CS",76.9,46.21,45.39,66.68,57.52,8.27,58.98,81.46,"D",12.4,"No","Yes","Bachelor's","Medium",9,5.1,"Fail"
"S5439","Liam","Williams","student4439@university.com","Male",21,"CS",65.5,57.81,90,77.18,64.32,5.36,55.68,67.78,"F",29.8,"No","Yes","High School","Medium",9,6,"Fail"
"S5441","Ahmed","Davis","student4441@university.com","Female",22,"Business",92.43,82.16,94.74,76.58,95.78,6.96,91.04,81.52,"A",6.5,"Yes","No","Bachelor's","Medium",6,7.4,"Pass"
